GENESIS-Tabelle: 21111-9k21
Kommunalprofil: Schulen, Schüler/-innen,;;;;;;;;;;;;;;;;;;
Schulabgänger/-innen und Lehrkräfte an allgemeinbildende;;;;;;;;;;;;;;;;;;
Schulen;;;;;;;;;;;;;;;;;;
Statistik der allgemeinbildenden Schulen;;;;;;;;;;;;;;;;;;
;;;;;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform
;;;;;Insgesamt;Grundschulen;Hauptschulen;Volksschulen;Förderschulen Grund-/Hauptschulen;Förderschulen Realschulen/Gymnasien;Realschulen;PRIMUS-Schulen;Sekundarschulen;Gesamtschulen;Gemeinschaftsschulen;Freie Waldorfschulen;Gymnasien;Weiterbildungskollegs
      Paderborn, Stadt;2010/11;Schüler/-innen;Insgesamt;Anzahl;21175;5697;1508;-;1214;-;2894;-;-;2333;-;-;6684;845
      Paderborn, Stadt;2009/10;Schüler/-innen;Insgesamt;Anzahl;21284;5850;1591;-;1239;-;2901;-;-;2255;-;-;6589;859
      Paderborn, Stadt;2008/09;Schüler/-innen;Insgesamt;Anzahl;21398;5856;1774;-;1267;-;2927;-;-;2180;-;-;6525;869
      Paderborn, Stadt;2007/08;Schüler/-innen;Insgesamt;Anzahl;21792;6033;1924;-;1276;-;2936;-;-;2158;-;-;6587;878
      Paderborn, Stadt;2006/07;Schüler/-innen;Insgesamt;Anzahl;21996;6150;2051;-;1288;-;2926;-;-;2164;-;-;6477;940
      Paderborn, Stadt;2005/06;Schüler/-innen;Insgesamt;Anzahl;22194;6158;2224;-;1343;-;2926;-;-;2216;-;-;6415;912
      Paderborn, Stadt;2021/22;Schulabgänger/-innen;Insgesamt;Anzahl;2040;-;95;-;80;-;435;-;-;485;-;-;830;115
      Paderborn, Stadt;2020/21;Schulabgänger/-innen;Insgesamt;Anzahl;2070;-;110;-;75;-;485;-;-;480;-;-;795;125
      Paderborn, Stadt;2019/20;Schulabgänger/-innen;Insgesamt;Anzahl;2055;-;130;-;85;-;440;-;-;475;-;-;765;160
      Paderborn, Stadt;2018/19;Schulabgänger/-innen;Insgesamt;Anzahl;2125;-;145;-;80;-;455;-;-;500;-;-;855;90
      Paderborn, Stadt;2017/18;Schulabgänger/-innen;Insgesamt;Anzahl;2090;-;130;-;60;-;450;-;-;515;-;-;805;130
      Paderborn, Stadt;2016/17;Schulabgänger/-innen;Insgesamt;Anzahl;2222;-;223;-;80;-;523;-;-;408;-;-;824;164
      Paderborn, Stadt;2015/16;Schulabgänger/-innen;Insgesamt;Anzahl;2366;-;229;-;107;-;518;-;-;423;-;-;927;162
      Paderborn, Stadt;2014/15;Schulabgänger/-innen;Insgesamt;Anzahl;2188;-;227;-;116;-;432;-;-;359;-;-;901;153
      Paderborn, Stadt;2013/14;Schulabgänger/-innen;Insgesamt;Anzahl;2336;-;288;-;96;-;470;-;-;374;-;-;894;214
      Paderborn, Stadt;2012/13;Schulabgänger/-innen;Insgesamt;Anzahl;2823;-;265;-;87;-;553;-;-;359;-;-;1291;268
      Paderborn, Stadt;2011/12;Schulabgänger/-innen;Insgesamt;Anzahl;2402;-;239;-;90;-;454;-;-;348;-;-;929;342
      Paderborn, Stadt;2010/11;Schulabgänger/-innen;Insgesamt;Anzahl;2201;-;317;-;115;-;441;-;-;298;-;-;796;234
      Paderborn, Stadt;2009/10;Schulabgänger/-innen;Insgesamt;Anzahl;2253;-;298;-;113;-;499;-;-;336;-;-;761;246
      Paderborn, Stadt;2008/09;Schulabgänger/-innen;Insgesamt;Anzahl;2281;-;377;-;122;-;467;-;-;311;-;-;798;206
      Paderborn, Stadt;2007/08;Schulabgänger/-innen;Insgesamt;Anzahl;2424;-;428;-;130;-;488;-;-;347;-;-;826;205
      Paderborn, Stadt;2006/07;Schulabgänger/-innen;Insgesamt;Anzahl;2359;-;422;-;112;-;499;-;-;309;-;-;776;241
      Paderborn, Stadt;2005/06;Schulabgänger/-innen;Insgesamt;Anzahl;2417;-;429;-;163;-;485;-;-;358;-;-;737;245
      Paderborn, Stadt;2004/05;Schulabgänger/-innen;Insgesamt;Anzahl;2335;-;479;-;116;-;470;-;-;372;-;-;708;190
      Paderborn, Stadt;2022/23;Lehrkräfte;Insgesamt;Anzahl;1980;515;80;-;250;-;190;-;-;350;-;-;545;50
      Paderborn, Stadt;2021/22;Lehrkräfte;Insgesamt;Anzahl;1925;490;75;-;250;-;195;-;-;325;-;-;530;60
      Paderborn, Stadt;2020/21;Lehrkräfte;Insgesamt;Anzahl;1960;490;70;-;250;-;210;-;-;340;-;-;535;65
      Paderborn, Stadt;2019/20;Lehrkräfte;Insgesamt;Anzahl;1980;470;90;-;255;-;210;-;-;345;-;-;545;65
      Paderborn, Stadt;2018/19;Lehrkräfte;Insgesamt;Anzahl;1925;445;80;-;270;-;215;-;-;320;-;-;540;60
      Paderborn, Stadt;2017/18;Lehrkräfte;Insgesamt;Anzahl;1896;435;92;-;253;-;202;-;-;314;-;-;534;66
      Paderborn, Stadt;2016/17;Lehrkräfte;Insgesamt;Anzahl;1871;421;93;-;259;-;205;-;-;295;-;-;532;66
      Paderborn, Stadt;2015/16;Lehrkräfte;Insgesamt;Anzahl;1828;406;91;-;276;-;193;-;-;278;-;-;519;65
      Paderborn, Stadt;2014/15;Lehrkräfte;Insgesamt;Anzahl;1844;415;103;-;285;-;186;-;-;250;-;-;539;66
      Paderborn, Stadt;2013/14;Lehrkräfte;Insgesamt;Anzahl;1840;417;110;-;289;-;188;-;-;245;-;-;527;64
      Paderborn, Stadt;2012/13;Lehrkräfte;Insgesamt;Anzahl;1874;406;134;-;283;-;192;-;-;236;-;-;559;64
      Paderborn, Stadt;2011/12;Lehrkräfte;Insgesamt;Anzahl;1849;405;142;-;287;-;190;-;-;217;-;-;545;63
      Paderborn, Stadt;2010/11;Lehrkräfte;Insgesamt;Anzahl;1821;413;139;-;294;-;182;-;-;200;-;-;530;63
      Paderborn, Stadt;2009/10;Lehrkräfte;Insgesamt;Anzahl;1802;401;150;-;294;-;178;-;-;196;-;-;518;65
      Paderborn, Stadt;2008/09;Lehrkräfte;Insgesamt;Anzahl;1785;401;159;-;284;-;174;-;-;198;-;-;505;64
      Paderborn, Stadt;2007/08;Lehrkräfte;Insgesamt;Anzahl;1747;394;170;-;281;-;168;-;-;190;-;-;479;65
      Paderborn, Stadt;2006/07;Lehrkräfte;Insgesamt;Anzahl;1768;389;186;-;289;-;180;-;-;185;-;-;473;66
      Paderborn, Stadt;2005/06;Lehrkräfte;Insgesamt;Anzahl;1681;360;187;-;273;-;179;-;-;184;-;-;439;59
      Salzkotten, Stadt;2022/23;Schulen;Insgesamt;Anzahl;8;5;-;-;2;-;-;-;-;1;-;-;-;-
      Salzkotten, Stadt;2021/22;Schulen;Insgesamt;Anzahl;8;5;-;-;2;-;-;-;-;1;-;-;-;-
      Salzkotten, Stadt;2020/21;Schulen;Insgesamt;Anzahl;8;5;-;-;2;-;-;-;-;1;-;-;-;-
      Salzkotten, Stadt;2019/20;Schulen;Insgesamt;Anzahl;8;5;-;-;2;-;-;-;-;1;-;-;-;-
      Salzkotten, Stadt;2018/19;Schulen;Insgesamt;Anzahl;8;5;-;-;2;-;-;-;-;1;-;-;-;-
      Salzkotten, Stadt;2017/18;Schulen;Insgesamt;Anzahl;8;5;-;-;2;-;-;-;-;1;-;-;-;-
      Salzkotten, Stadt;2016/17;Schulen;Insgesamt;Anzahl;11;5;2;-;2;-;1;-;-;1;-;-;-;-
      Salzkotten, Stadt;2015/16;Schulen;Insgesamt;Anzahl;12;6;2;-;2;-;1;-;-;1;-;-;-;-
      Salzkotten, Stadt;2014/15;Schulen;Insgesamt;Anzahl;13;6;2;-;3;-;1;-;-;1;-;-;-;-
      Salzkotten, Stadt;2013/14;Schulen;Insgesamt;Anzahl;13;6;2;-;3;-;1;-;-;1;-;-;-;-
      Salzkotten, Stadt;2012/13;Schulen;Insgesamt;Anzahl;13;6;2;-;3;-;1;-;-;1;-;-;-;-
      Salzkotten, Stadt;2011/12;Schulen;Insgesamt;Anzahl;12;6;2;-;3;-;1;-;-;-;-;-;-;-
      Salzkotten, Stadt;2010/11;Schulen;Insgesamt;Anzahl;12;6;2;-;3;-;1;-;-;-;-;-;-;-
      Salzkotten, Stadt;2009/10;Schulen;Insgesamt;Anzahl;11;5;2;-;3;-;1;-;-;-;-;-;-;-
      Salzkotten, Stadt;2008/09;Schulen;Insgesamt;Anzahl;11;5;2;-;3;-;1;-;-;-;-;-;-;-
      Salzkotten, Stadt;2007/08;Schulen;Insgesamt;Anzahl;12;6;2;-;3;-;1;-;-;-;-;-;-;-
      Salzkotten, Stadt;2006/07;Schulen;Insgesamt;Anzahl;12;6;2;-;3;-;1;-;-;-;-;-;-;-
      Salzkotten, Stadt;2005/06;Schulen;Insgesamt;Anzahl;12;6;2;-;3;-;1;-;-;-;-;-;-;-
      Salzkotten, Stadt;2022/23;Schüler/-innen;Insgesamt;Anzahl;2225;1125;-;-;155;-;-;-;-;950;-;-;-;-
      Salzkotten, Stadt;2021/22;Schüler/-innen;Insgesamt;Anzahl;2175;1110;-;-;140;-;-;-;-;925;-;-;-;-
      Salzkotten, Stadt;2020/21;Schüler/-innen;Insgesamt;Anzahl;2275;1105;-;-;145;-;-;-;-;1025;-;-;-;-
      Salzkotten, Stadt;2019/20;Schüler/-innen;Insgesamt;Anzahl;2305;1120;-;-;155;-;-;-;-;1030;-;-;-;-
      Salzkotten, Stadt;2018/19;Schüler/-innen;Insgesamt;Anzahl;2310;1095;-;-;175;-;-;-;-;1040;-;-;-;-
      Salzkotten, Stadt;2017/18;Schüler/-innen;Insgesamt;Anzahl;2355;1125;-;-;182;-;-;-;-;1048;-;-;-;-
      Salzkotten, Stadt;2016/17;Schüler/-innen;Insgesamt;Anzahl;2308;1077;94;-;171;-;76;-;-;890;-;-;-;-
      Salzkotten, Stadt;2015/16;Schüler/-innen;Insgesamt;Anzahl;2328;1075;156;-;202;-;156;-;-;739;-;-;-;-
      Salzkotten, Stadt;2014/15;Schüler/-innen;Insgesamt;Anzahl;2392;1129;208;-;251;-;285;-;-;519;-;-;-;-
      Salzkotten, Stadt;2013/14;Schüler/-innen;Insgesamt;Anzahl;2505;1181;315;-;289;-;386;-;-;334;-;-;-;-
      Salzkotten, Stadt;2012/13;Schüler/-innen;Insgesamt;Anzahl;2549;1191;397;-;305;-;474;-;-;182;-;-;-;-
      Salzkotten, Stadt;2011/12;Schüler/-innen;Insgesamt;Anzahl;2627;1238;484;-;337;-;568;-;-;-;-;-;-;-
      Salzkotten, Stadt;2010/11;Schüler/-innen;Insgesamt;Anzahl;2661;1215;513;-;357;-;576;-;-;-;-;-;-;-
      Salzkotten, Stadt;2009/10;Schüler/-innen;Insgesamt;Anzahl;2714;1169;553;-;376;-;616;-;-;-;-;-;-;-
      Salzkotten, Stadt;2008/09;Schüler/-innen;Insgesamt;Anzahl;2753;1191;602;-;389;-;571;-;-;-;-;-;-;-
      Salzkotten, Stadt;2007/08;Schüler/-innen;Insgesamt;Anzahl;2775;1226;637;-;357;-;555;-;-;-;-;-;-;-
      Salzkotten, Stadt;2006/07;Schüler/-innen;Insgesamt;Anzahl;2857;1249;702;-;328;-;578;-;-;-;-;-;-;-
      Salzkotten, Stadt;2005/06;Schüler/-innen;Insgesamt;Anzahl;2958;1271;745;-;349;-;593;-;-;-;-;-;-;-
      Salzkotten, Stadt;2021/22;Schulabgänger/-innen;Insgesamt;Anzahl;190;-;-;-;30;-;-;-;-;160;-;-;-;-
      Salzkotten, Stadt;2020/21;Schulabgänger/-innen;Insgesamt;Anzahl;190;-;-;-;15;-;-;-;-;175;-;-;-;-
      Salzkotten, Stadt;2019/20;Schulabgänger/-innen;Insgesamt;Anzahl;135;-;-;-;25;-;-;-;-;110;-;-;-;-
      Salzkotten, Stadt;2018/19;Schulabgänger/-innen;Insgesamt;Anzahl;195;-;-;-;65;-;-;-;-;130;-;-;-;-
      Salzkotten, Stadt;2017/18;Schulabgänger/-innen;Insgesamt;Anzahl;135;-;-;-;10;-;-;-;-;125;-;-;-;-
      Salzkotten, Stadt;2016/17;Schulabgänger/-innen;Insgesamt;Anzahl;154;-;64;-;14;-;76;-;-;-;-;-;-;-
      Salzkotten, Stadt;2015/16;Schulabgänger/-innen;Insgesamt;Anzahl;190;-;75;-;37;-;78;-;-;-;-;-;-;-
      Salzkotten, Stadt;2014/15;Schulabgänger/-innen;Insgesamt;Anzahl;214;-;70;-;27;-;117;-;-;-;-;-;-;-
      Salzkotten, Stadt;2013/14;Schulabgänger/-innen;Insgesamt;Anzahl;247;-;88;-;58;-;101;-;-;-;-;-;-;-
      Salzkotten, Stadt;2012/13;Schulabgänger/-innen;Insgesamt;Anzahl;247;-;107;-;54;-;86;-;-;-;-;-;-;-
      Salzkotten, Stadt;2011/12;Schulabgänger/-innen;Insgesamt;Anzahl;232;-;80;-;65;-;87;-;-;-;-;-;-;-
      Salzkotten, Stadt;2010/11;Schulabgänger/-innen;Insgesamt;Anzahl;229;-;93;-;41;-;95;-;-;-;-;-;-;-
      Salzkotten, Stadt;2009/10;Schulabgänger/-innen;Insgesamt;Anzahl;257;-;104;-;50;-;103;-;-;-;-;-;-;-
      Salzkotten, Stadt;2008/09;Schulabgänger/-innen;Insgesamt;Anzahl;263;-;111;-;70;-;82;-;-;-;-;-;-;-
      Salzkotten, Stadt;2007/08;Schulabgänger/-innen;Insgesamt;Anzahl;291;-;124;-;65;-;102;-;-;-;-;-;-;-
      Salzkotten, Stadt;2006/07;Schulabgänger/-innen;Insgesamt;Anzahl;313;-;156;-;54;-;103;-;-;-;-;-;-;-
      Salzkotten, Stadt;2005/06;Schulabgänger/-innen;Insgesamt;Anzahl;284;-;119;-;75;-;90;-;-;-;-;-;-;-
      Salzkotten, Stadt;2004/05;Schulabgänger/-innen;Insgesamt;Anzahl;343;-;160;-;73;-;110;-;-;-;-;-;-;-
      Salzkotten, Stadt;2022/23;Lehrkräfte;Insgesamt;Anzahl;235;95;-;-;35;-;-;-;-;105;-;-;-;-
      Salzkotten, Stadt;2021/22;Lehrkräfte;Insgesamt;Anzahl;225;95;-;-;35;-;-;-;-;100;-;-;-;-
      Salzkotten, Stadt;2020/21;Lehrkräfte;Insgesamt;Anzahl;240;100;-;-;35;-;-;-;-;105;-;-;-;-
      Salzkotten, Stadt;2019/20;Lehrkräfte;Insgesamt;Anzahl;230;90;-;-;40;-;-;-;-;100;-;-;-;-
      Salzkotten, Stadt;2018/19;Lehrkräfte;Insgesamt;Anzahl;215;85;-;-;45;-;-;-;-;85;-;-;-;-
      Salzkotten, Stadt;2017/18;Lehrkräfte;Insgesamt;Anzahl;207;80;-;-;41;-;-;-;-;86;-;-;-;-
      Salzkotten, Stadt;2016/17;Lehrkräfte;Insgesamt;Anzahl;222;79;15;-;46;-;7;-;-;75;-;-;-;-
      Salzkotten, Stadt;2015/16;Lehrkräfte;Insgesamt;Anzahl;212;79;21;-;43;-;11;-;-;58;-;-;-;-
      Salzkotten, Stadt;2014/15;Lehrkräfte;Insgesamt;Anzahl;233;82;31;-;57;-;20;-;-;43;-;-;-;-
      Salzkotten, Stadt;2013/14;Lehrkräfte;Insgesamt;Anzahl;229;79;36;-;62;-;26;-;-;26;-;-;-;-
      Salzkotten, Stadt;2012/13;Lehrkräfte;Insgesamt;Anzahl;224;78;38;-;59;-;35;-;-;14;-;-;-;-
      Salzkotten, Stadt;2011/12;Lehrkräfte;Insgesamt;Anzahl;216;79;44;-;58;-;35;-;-;-;-;-;-;-
      Salzkotten, Stadt;2010/11;Lehrkräfte;Insgesamt;Anzahl;227;78;48;-;63;-;38;-;-;-;-;-;-;-
      Salzkotten, Stadt;2009/10;Lehrkräfte;Insgesamt;Anzahl;215;71;49;-;62;-;33;-;-;-;-;-;-;-
      Salzkotten, Stadt;2008/09;Lehrkräfte;Insgesamt;Anzahl;211;70;47;-;62;-;32;-;-;-;-;-;-;-
      Salzkotten, Stadt;2007/08;Lehrkräfte;Insgesamt;Anzahl;210;70;52;-;59;-;29;-;-;-;-;-;-;-
      Salzkotten, Stadt;2006/07;Lehrkräfte;Insgesamt;Anzahl;216;70;59;-;54;-;33;-;-;-;-;-;-;-
      Salzkotten, Stadt;2005/06;Lehrkräfte;Insgesamt;Anzahl;217;64;60;-;59;-;34;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2022/23;Schulen;Insgesamt;Anzahl;4;3;-;-;-;-;-;-;1;-;-;-;-;-
      Bad Wünnenberg, Stadt;2021/22;Schulen;Insgesamt;Anzahl;4;3;-;-;-;-;-;-;1;-;-;-;-;-
      Bad Wünnenberg, Stadt;2020/21;Schulen;Insgesamt;Anzahl;4;3;-;-;-;-;-;-;1;-;-;-;-;-
      Bad Wünnenberg, Stadt;2019/20;Schulen;Insgesamt;Anzahl;4;3;-;-;-;-;-;-;1;-;-;-;-;-
      Bad Wünnenberg, Stadt;2018/19;Schulen;Insgesamt;Anzahl;4;3;-;-;-;-;-;-;1;-;-;-;-;-
      Bad Wünnenberg, Stadt;2017/18;Schulen;Insgesamt;Anzahl;6;3;1;-;-;-;1;-;1;-;-;-;-;-
      Bad Wünnenberg, Stadt;2016/17;Schulen;Insgesamt;Anzahl;6;3;1;-;-;-;1;-;1;-;-;-;-;-
      Bad Wünnenberg, Stadt;2015/16;Schulen;Insgesamt;Anzahl;6;3;1;-;-;-;1;-;1;-;-;-;-;-
      Bad Wünnenberg, Stadt;2014/15;Schulen;Insgesamt;Anzahl;6;3;1;-;-;-;1;-;1;-;-;-;-;-
      Bad Wünnenberg, Stadt;2013/14;Schulen;Insgesamt;Anzahl;7;4;1;-;-;-;1;-;1;-;-;-;-;-
      Bad Wünnenberg, Stadt;2012/13;Schulen;Insgesamt;Anzahl;6;4;1;-;-;-;1;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2011/12;Schulen;Insgesamt;Anzahl;6;4;1;-;-;-;1;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2010/11;Schulen;Insgesamt;Anzahl;6;4;1;-;-;-;1;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2009/10;Schulen;Insgesamt;Anzahl;6;4;1;-;-;-;1;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2008/09;Schulen;Insgesamt;Anzahl;6;4;1;-;-;-;1;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2007/08;Schulen;Insgesamt;Anzahl;6;4;1;-;-;-;1;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2006/07;Schulen;Insgesamt;Anzahl;6;4;1;-;-;-;1;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2005/06;Schulen;Insgesamt;Anzahl;6;4;1;-;-;-;1;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2022/23;Schüler/-innen;Insgesamt;Anzahl;1000;535;-;-;-;-;-;-;465;-;-;-;-;-
      Bad Wünnenberg, Stadt;2021/22;Schüler/-innen;Insgesamt;Anzahl;970;500;-;-;-;-;-;-;470;-;-;-;-;-
      Bad Wünnenberg, Stadt;2020/21;Schüler/-innen;Insgesamt;Anzahl;1000;480;-;-;-;-;-;-;520;-;-;-;-;-
      Bad Wünnenberg, Stadt;2019/20;Schüler/-innen;Insgesamt;Anzahl;995;455;-;-;-;-;-;-;540;-;-;-;-;-
      Bad Wünnenberg, Stadt;2018/19;Schüler/-innen;Insgesamt;Anzahl;990;450;-;-;-;-;-;-;535;-;-;-;-;-
      Bad Wünnenberg, Stadt;2017/18;Schüler/-innen;Insgesamt;Anzahl;1042;460;59;-;-;-;53;-;470;-;-;-;-;-
      Bad Wünnenberg, Stadt;2016/17;Schüler/-innen;Insgesamt;Anzahl;1101;487;94;-;-;-;122;-;398;-;-;-;-;-
      Bad Wünnenberg, Stadt;2015/16;Schüler/-innen;Insgesamt;Anzahl;1092;484;112;-;-;-;194;-;302;-;-;-;-;-
      Bad Wünnenberg, Stadt;2014/15;Schüler/-innen;Insgesamt;Anzahl;1104;501;154;-;-;-;268;-;181;-;-;-;-;-
      Bad Wünnenberg, Stadt;2013/14;Schüler/-innen;Insgesamt;Anzahl;1144;525;195;-;-;-;332;-;92;-;-;-;-;-
      Bad Wünnenberg, Stadt;2012/13;Schüler/-innen;Insgesamt;Anzahl;1146;529;229;-;-;-;388;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2011/12;Schüler/-innen;Insgesamt;Anzahl;1181;548;230;-;-;-;403;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2010/11;Schüler/-innen;Insgesamt;Anzahl;1212;573;233;-;-;-;406;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2009/10;Schüler/-innen;Insgesamt;Anzahl;1236;616;236;-;-;-;384;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2008/09;Schüler/-innen;Insgesamt;Anzahl;1279;633;251;-;-;-;395;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2007/08;Schüler/-innen;Insgesamt;Anzahl;1356;672;267;-;-;-;417;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2006/07;Schüler/-innen;Insgesamt;Anzahl;1394;690;295;-;-;-;409;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2005/06;Schüler/-innen;Insgesamt;Anzahl;1422;675;314;-;-;-;433;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2021/22;Schulabgänger/-innen;Insgesamt;Anzahl;90;-;-;-;-;-;-;-;90;-;-;-;-;-
      Bad Wünnenberg, Stadt;2020/21;Schulabgänger/-innen;Insgesamt;Anzahl;115;-;-;-;-;-;-;-;115;-;-;-;-;-
      Bad Wünnenberg, Stadt;2019/20;Schulabgänger/-innen;Insgesamt;Anzahl;95;-;-;-;-;-;-;-;95;-;-;-;-;-
      Bad Wünnenberg, Stadt;2018/19;Schulabgänger/-innen;Insgesamt;Anzahl;105;-;-;-;-;-;-;-;105;-;-;-;-;-
      Bad Wünnenberg, Stadt;2017/18;Schulabgänger/-innen;Insgesamt;Anzahl;90;-;35;-;-;-;55;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2016/17;Schulabgänger/-innen;Insgesamt;Anzahl;102;-;33;-;-;-;69;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2015/16;Schulabgänger/-innen;Insgesamt;Anzahl;109;-;36;-;-;-;73;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2014/15;Schulabgänger/-innen;Insgesamt;Anzahl;115;-;39;-;-;-;76;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2013/14;Schulabgänger/-innen;Insgesamt;Anzahl;106;-;43;-;-;-;63;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2012/13;Schulabgänger/-innen;Insgesamt;Anzahl;104;-;43;-;-;-;61;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2011/12;Schulabgänger/-innen;Insgesamt;Anzahl;105;-;39;-;-;-;66;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2010/11;Schulabgänger/-innen;Insgesamt;Anzahl;98;-;34;-;-;-;64;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2009/10;Schulabgänger/-innen;Insgesamt;Anzahl;95;-;36;-;-;-;59;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2008/09;Schulabgänger/-innen;Insgesamt;Anzahl;141;-;59;-;-;-;82;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2007/08;Schulabgänger/-innen;Insgesamt;Anzahl;134;-;60;-;-;-;74;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2006/07;Schulabgänger/-innen;Insgesamt;Anzahl;115;-;58;-;-;-;57;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2005/06;Schulabgänger/-innen;Insgesamt;Anzahl;143;-;60;-;-;-;83;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2004/05;Schulabgänger/-innen;Insgesamt;Anzahl;132;-;70;-;-;-;62;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2022/23;Lehrkräfte;Insgesamt;Anzahl;105;45;-;-;-;-;-;-;60;-;-;-;-;-
      Bad Wünnenberg, Stadt;2021/22;Lehrkräfte;Insgesamt;Anzahl;105;45;-;-;-;-;-;-;60;-;-;-;-;-
      Bad Wünnenberg, Stadt;2020/21;Lehrkräfte;Insgesamt;Anzahl;100;45;-;-;-;-;-;-;55;-;-;-;-;-
      Bad Wünnenberg, Stadt;2019/20;Lehrkräfte;Insgesamt;Anzahl;100;45;-;-;-;-;-;-;60;-;-;-;-;-
      Bad Wünnenberg, Stadt;2018/19;Lehrkräfte;Insgesamt;Anzahl;90;40;-;-;-;-;-;-;55;-;-;-;-;-
      Bad Wünnenberg, Stadt;2017/18;Lehrkräfte;Insgesamt;Anzahl;96;38;8;-;-;-;5;-;45;-;-;-;-;-
      Bad Wünnenberg, Stadt;2016/17;Lehrkräfte;Insgesamt;Anzahl;99;39;12;-;-;-;8;-;40;-;-;-;-;-
      Bad Wünnenberg, Stadt;2015/16;Lehrkräfte;Insgesamt;Anzahl;91;38;13;-;-;-;12;-;28;-;-;-;-;-
      Bad Wünnenberg, Stadt;2014/15;Lehrkräfte;Insgesamt;Anzahl;90;37;16;-;-;-;15;-;22;-;-;-;-;-
      Bad Wünnenberg, Stadt;2013/14;Lehrkräfte;Insgesamt;Anzahl;93;39;19;-;-;-;25;-;10;-;-;-;-;-
      Bad Wünnenberg, Stadt;2012/13;Lehrkräfte;Insgesamt;Anzahl;87;38;22;-;-;-;27;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2011/12;Lehrkräfte;Insgesamt;Anzahl;80;36;18;-;-;-;26;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2010/11;Lehrkräfte;Insgesamt;Anzahl;87;41;18;-;-;-;28;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2009/10;Lehrkräfte;Insgesamt;Anzahl;90;44;21;-;-;-;25;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2008/09;Lehrkräfte;Insgesamt;Anzahl;87;41;21;-;-;-;25;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2007/08;Lehrkräfte;Insgesamt;Anzahl;91;41;23;-;-;-;27;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2006/07;Lehrkräfte;Insgesamt;Anzahl;88;40;23;-;-;-;25;-;-;-;-;-;-;-
      Bad Wünnenberg, Stadt;2005/06;Lehrkräfte;Insgesamt;Anzahl;87;36;26;-;-;-;25;-;-;-;-;-;-;-
  Arnsberg, Regierungsbezirk;2022/23;Schulen;Insgesamt;Anzahl;1047;567;42;-;103;1;84;1;35;62;-;18;127;7
  Arnsberg, Regierungsbezirk;2021/22;Schulen;Insgesamt;Anzahl;1048;568;43;-;102;1;84;1;34;61;-;18;128;8
  Arnsberg, Regierungsbezirk;2020/21;Schulen;Insgesamt;Anzahl;1052;566;45;-;102;1;87;1;35;60;-;18;128;9
  Arnsberg, Regierungsbezirk;2019/20;Schulen;Insgesamt;Anzahl;1055;567;46;-;102;1;89;1;34;60;1;18;127;9
  Arnsberg, Regierungsbezirk;2018/19;Schulen;Insgesamt;Anzahl;1071;566;57;-;101;1;97;1;34;59;1;18;127;9
  Arnsberg, Regierungsbezirk;2017/18;Schulen;Insgesamt;Anzahl;1098;569;68;-;104;1;107;1;35;57;2;18;127;9
  Arnsberg, Regierungsbezirk;2016/17;Schulen;Insgesamt;Anzahl;1142;575;90;-;106;1;120;1;34;57;2;18;128;10
