Schulnummer,Schulname,Schulform,Adresse,PLZ,Gemeinde,lat,lon,source
100000,"Bochum, WBK KOL Studienkolleg",Weiterbildungskolleg,"Girondelle, Girondelle 80",44799,Bochum,51.45473382496077,7.2466661715997525,ogc-api-nrw
100010,"Köln, Gym Gymnasium Claudia Agrippina",Gymnasium,"Stolberger Str., Stolberger Str. 112",50933,Köln,50.942171528308336,6.897017373118707,ogc-api-nrw
100011,"Haan, GE Walder Straße",Gesamtschule,"Walder Str., Walder Str. 15",42781,Haan,51.19332652224788,7.017391556924394,ogc-api-nrw
100012,"Leverkusen, GG Am Friedenspark",Grundschule,"Netzestr., Netzestr. 12",51371,Leverkusen,51.05994454808761,6.953222982461719,ogc-api-nrw
100014,"Herne, GG Kolibri-Schule",Grundschule,"Jean-Vogel-Str., Jean-Vogel-Str. 36",44625,Herne,51.5283164110719,7.224247650705774,ogc-api-nrw
100015,"Düsseldorf, Gym Wim-Wenders",Gymnasium,"Schmiedestr., Schmiedestr. 25",40227,Düsseldorf,51.21083630156683,6.805803865481173,ogc-api-nrw
100016,"Stolberg, GE Kupferstädter",Gesamtschule,"Breslauer Str., Breslauer Str. 1",52222,Stolberg (Rhld.),50.78223077571873,6.227247982515128,ogc-api-nrw
100017,"Hürth, GG Bonnstraße",Grundschule,"Bonnstr., Bonnstr. 109",50354,Hürth,50.88003478345326,6.883197628106646,ogc-api-nrw
100018,"Essen, FW Schellstraße",Waldorfschule,"Schellstr., Schellstr. 47",45134,Essen,51.41488616720634,7.029305136444026,ogc-api-nrw
100019,"Kleve, GE Joseph Beuys",Gesamtschule,"Ackerstr., Ackerstr. 80",47533,Kleve,51.78012085133348,6.123004498634171,ogc-api-nrw
100020,"Düsseldorf, KG Kartause-Hain-Schule",Grundschule,"Unterrather Str., Unterrather Str. 76",40468,Düsseldorf,51.27500041458586,6.783118163917975,ogc-api-nrw
100021,"Tönisvorst, GE Rupert-Neudeck",Gesamtschule,"Corneliusstr., Corneliusstr. 25",47918,Tönisvorst,51.31686777195521,6.485940376240698,ogc-api-nrw
100022,"Medebach, SK Medebach-Winterberg",Sekundarschule,"Schützenstr., Schützenstr. 12",59964,Medebach,51.1942764590833,8.701027915804662,ogc-api-nrw
100023,"Lengerich, GE Lengerich/Tecklenburg",Gesamtschule,"Bahnhofstr., Bahnhofstr. 114",49525,Lengerich,52.182098833988924,7.869015853106885,ogc-api-nrw
100024,"Gronau, GE Euregioschule",Gesamtschule,"Gildehauser Damm, Gildehauser Damm 49",48599,Gronau (Westf.),52.186165712374844,7.040683541770002,ogc-api-nrw
100025,"Sendenhorst, GE Teigelkamp",Gesamtschule,"Teigelkamp, Teigelkamp 5",48324,Sendenhorst,51.84042424961268,7.833746518642972,ogc-api-nrw
100026,"Bad Driburg, GG Schule unter der Iburg",Grundschule,"Jahnstr., Jahnstr. 12",33014,Bad Driburg,51.73448808266994,9.015161618989527,ogc-api-nrw
100027,"Münster, FÖ SL Kompass-Schule",Förderschule,"Bröderichweg, Bröderichweg 36",48159,Münster,51.99289614670009,7.61636657181525,ogc-api-nrw
100028,"Essen, RS im Bezirk Zollverein",Realschule,"Gelsenkirchener Str., Gelsenkirchener Str. 138 a",45309,Essen,51.48461132961693,7.04557202324793,ogc-api-nrw
100029,"Oberhausen,GG Schule a. d. Oranienstraße",Grundschule,"Oranienstr., Oranienstr. 57",46147,Oberhausen,51.53912788201337,6.811447270931203,ogc-api-nrw
100032,"Brühl, GG (Verb.) Regenbogenschule",Grundschule,"Kaiserstr., Kaiserstr. 158",50321,Brühl,50.836528252524516,6.890493465277283,ogc-api-nrw
100033,"Schleiden, RS Clara-Fey-Schule",Realschule,"Malmedyer Str., Malmedyer Str. 2",53937,Schleiden,50.53128907974141,6.482215201750368,ogc-api-nrw
100035,"Detmold, BK August-Hermann-Francke",Berufskolleg,"Georgstr., Georgstr. 24",32756,Detmold,51.94998041967195,8.87752997362146,ogc-api-nrw
100036,"Köln, GE Gesamtschule Helios",Gesamtschule,"Overbeckstr., Overbeckstr. 71-73",50823,Köln,50.95561000913762,6.927794603745337,ogc-api-nrw
100037,"Bochum, BK Matthias-Claudius-Schule",Berufskolleg,"Weitmarer Str., Weitmarer Str. 115b",44795,Bochum,51.45545131892097,7.189163033534447,ogc-api-nrw
100038,"Lüdenscheid, GG Wefelshohl",Grundschule,"Gustavstr., Gustavstr. 35",58511,Lüdenscheid,51.212403179289105,7.6549384620557275,ogc-api-nrw
100039,"Ruppichteroth, WG St. Albert",Grundschule,"Zum Brölbach, Zum Brölbach 2",53809,Ruppichteroth,50.8377884083336,7.4127743994347135,ogc-api-nrw
100040,"Köln, Gym Neue Sandkaul",Gymnasium,"Neue Sandkaul, Neue Sandkaul 29",50859,Köln,50.96279153767251,6.838748590677399,ogc-api-nrw
100041,"Köln, GE Wasseramselweg",Gesamtschule,"Wasseramselweg, Wasseramselweg 2",50829,Köln,50.95047554228342,6.878773787505323,ogc-api-nrw
100042,"Geldern, GE Königsberger Straße",Gesamtschule,"Königsberger Str., Königsberger Str. 60",47608,Geldern,51.526983162921546,6.3298624083188315,ogc-api-nrw
100044,"Gütersloh, GE an der Ahornallee",Gesamtschule,"Ahornallee, Ahornallee 46",33330,Gütersloh,51.927326255346415,8.391838578822087,ogc-api-nrw
100045,"Bielefeld, RS am Schlehenweg",Realschule,"Schlehenweg, Schlehenweg 24",33609,Bielefeld,52.047316916111136,8.590728802452116,ogc-api-nrw
100046,"Bielefeld, SK Königsbrügge",Sekundarschule,"Fritz-Reuter-Str., Fritz-Reuter-Str. 30",33604,Bielefeld,52.012094204893906,8.554623860921128,ogc-api-nrw
100047,"Bielefeld, SK Gellershagen",Sekundarschule,"Am Brodhagen, Am Brodhagen 50",33613,Bielefeld,52.04182653229837,8.515661621251471,ogc-api-nrw
100048,"Bochum, GE Bochum-Mitte",Gesamtschule,"Feldsieper Str., Feldsieper Str. 94",44809,Bochum,51.494540945714654,7.2071781060044975,ogc-api-nrw
100049,"Aachen, GG dreieins-Grundschule Priv.Er.",Grundschule,"Hander Weg, Hander Weg 95",52072,Aachen,50.80410715093954,6.053113287280958,ogc-api-nrw
100051,"Hamm, GE Arnold-Freymuth-Gesamtschule",Gesamtschule,"Fangstr., Fangstr. 17",59077,Hamm,51.65913508743243,7.745067616023535,ogc-api-nrw
100052,"Neuss, GE Comenius-Gesamtschule",Gesamtschule,"Weberstr., Weberstr. 90a",41464,Neuss,51.18255343533446,6.691911027503142,ogc-api-nrw
100053,"Dorsten, SK Juliusstraße",Sekundarschule,"Juliusstr., Juliusstr. 1",46284,Dorsten,51.675878160171024,6.957286890062893,ogc-api-nrw
100054,"Wuppertal, GG Matthäusstraße",Grundschule,"Rathenaustr., Rathenaustr. 22",42277,Wuppertal,51.27832017721859,7.21449152017653,ogc-api-nrw
100057,"Gütersloh, KR Klinikschule im Füchtei",Förderschule,"Im Füchtei, Im Füchtei 148",33334,Gütersloh,51.89714975734666,8.346189579731709,ogc-api-nrw
100058,"Münster, WBK RS, Gym Uppenkampstiege",Weiterbildungskolleg,"Uppenkampstiege, Uppenkampstiege 21",48147,Münster,51.976247505083556,7.626678345817582,ogc-api-nrw
100059,"Mönchengladbach, GG FASAN Freie Aktive",Grundschule,"Alsstr., Alsstr. 70-72",41063,Mönchengladbach,51.20376613159829,6.452577096074355,ogc-api-nrw
100060,"Mönchengladbach, BK Textilakademie NRW",Berufskolleg,"Rheydter Str., Rheydter Str. 329",41065,Mönchengladbach,51.17809066730397,6.440757364253293,ogc-api-nrw
100061,"Düsseldorf, GG Steinkaul",Grundschule,"Steinkaul, Steinkaul 27",40589,Düsseldorf,51.16989143407733,6.806446544339555,ogc-api-nrw
100062,"Paderborn, KR Klinikschule LWL",Förderschule,"Am Ostfriedhof, Am Ostfriedhof 10",33098,Paderborn,51.71809701083113,8.765217247100926,ogc-api-nrw
100063,"Wesel, GE Ida Noddack",Gesamtschule,"Martinistr., Martinistr. 12",46483,Wesel,51.65998391796205,6.612486446557457,ogc-api-nrw
100064,"Bonn, GG Am Apfelgarten",Grundschule,"Schlesienstr., Schlesienstr. 588",53119,Bonn,50.75530603805299,7.057839082715253,ogc-api-nrw
100065,"Münster, GG Wolbeck - Nord",Grundschule,"Grenkuhlenweg, Grenkuhlenweg 21",48167,Münster,51.92523059057351,7.728468117508948,ogc-api-nrw
100066,"Essen, GH Glückauf-Schule",Hauptschule,"Bischoffstr., Bischoffstr. 120",45329,Essen,51.50230377618079,7.01951244670972,ogc-api-nrw
100067,"Düsseldorf, KG Niederkassel",Grundschule,"Niederkasseler Str., Niederkasseler Str. 36",40547,Düsseldorf,51.237388749299235,6.7538524758300085,ogc-api-nrw
100068,"Köln, GE Berrenrather Straße",Gesamtschule,"Berrenrather Str., Berrenrather Str. 488",50937,Köln,50.90743156686842,6.913235280565653,ogc-api-nrw
100069,"Monheim am Rhein, GE Ulla-Hahn",Gesamtschule,"Berliner Ring, Berliner Ring 5",40789,Monheim am Rhein,51.084944373094615,6.887391609781187,ogc-api-nrw
100070,"Velbert, GE Waldschlösschen",Gesamtschule,"Waldschlößchen, Waldschlößchen 37",42553,Velbert,51.304056210723616,7.080799417599533,ogc-api-nrw
100071,"Köln, GE Dellbrücker Mauspfad",Gesamtschule,"Dellbrücker Mauspfad, Dellbrücker Mauspfad 198-200",51069,Köln,50.97009844186701,7.068348777714914,ogc-api-nrw
100073,"Paderborn, KG St. Michael",Grundschule,"Am Abdinghof, Am Abdinghof 6",33098,Paderborn,51.71897279774148,8.753805556995522,ogc-api-nrw
100074,"Altena, FÖ SQ, LE Hundertwasser-Schule",Förderschule,"Nüggelnstück, Nüggelnstück 3",58762,Altena,51.259094134283664,7.662089301904641,ogc-api-nrw
100075,"Ahlen, FÖ SL Regenbogenschulhaus",Förderschule,"Im Pattenmeicheln, Im Pattenmeicheln 14",59229,Ahlen,51.75378738680851,7.891163895938756,ogc-api-nrw
100076,"Bad Driburg, GG St. Walburga Neuenheerse",Grundschule,"Taildor, Taildor 8",33014,Bad Driburg,51.67399483028109,8.999262452692877,ogc-api-nrw
100077,"Dinslaken, GE Hiesfeld",Gesamtschule,"Kirchstr., Kirchstr. 65",46539,Dinslaken,51.56465483116425,6.77061262886473,ogc-api-nrw
100078,"Köln, GG LOGOS",Grundschule,"Arnsberger Str., Arnsberger Str. 11",51065,Köln,50.95431403055092,7.014696195284404,ogc-api-nrw
100079,"Düsseldorf, KG Paulus Schule",Grundschule,"Paulusplatz, Paulusplatz 1",40237,Düsseldorf,51.235929991819376,6.804452294725004,ogc-api-nrw
100081,"Kamp-Lintfort, FÖ LE,ES Sch.a.Niederrhei",Förderschule,"Friedrich-Heinrich-Allee, Friedrich-Heinrich-Allee 24",47475,Kamp-Lintfort,51.50030338730563,6.54441574351039,ogc-api-nrw
100082,"Altenbeken, RS Altenbeken",Realschule,"Gardeweg, Gardeweg 7",33184,Altenbeken,51.75975859883839,8.942362382977684,ogc-api-nrw
100083,"Bergkamen, EG Felix-Manz-Schule",Grundschule,"Kleiweg, Kleiweg 10",59192,Bergkamen,51.61165707724515,7.6147171557065745,ogc-api-nrw
100084,"Lippstadt, GG Zukunftsschule",Grundschule,"Im Eichholz, Im Eichholz 12-14",59556,Lippstadt,51.71191813736295,8.32867252436545,ogc-api-nrw
100085,"Duisburg, GE Green-Gesamtschule",Gesamtschule,"Körnerplatz, Körnerplatz 2",47226,Duisburg,51.403765469948915,6.710019399987755,ogc-api-nrw
100086,"Hagen, GE Priv. Ökumenische Montessori",Gesamtschule,"Am Höing, Am Höing 12",58097,Hagen,51.36714782343744,7.479240164662324,ogc-api-nrw
100087,"Uedem, FW Niederrhein-Aue",Waldorfschule,"Meursfeldstr., Meursfeldstr. 8",47589,Uedem,51.66424511178531,6.273462810431023,ogc-api-nrw
100088,"Velbert, GG Kastanienallee",Grundschule,"Kastanienallee, Kastanienallee 23",42549,Velbert,51.33395758772701,7.047033840594965,ogc-api-nrw
100089,"Bornheim, GE Bornheim 2",Gesamtschule,"Beethovenstr., Beethovenstr. 57",53332,Bornheim,50.775255712945075,6.923266849791341,ogc-api-nrw
100090,"Essen, RS Kettwig",Realschule,"Brederbachstr., Brederbachstr. 19",45219,Essen,51.3674623366128,6.938718780175663,ogc-api-nrw
100091,"Lüdenscheid, GG Ida Gerhardi",Grundschule,"Freiherr-vom-Stein-Str., Freiherr-vom-Stein-Str. 52",58511,Lüdenscheid,51.20973441428381,7.627241850564566,ogc-api-nrw
100092,"Düsseldorf, KG Rather Kreuzweg",Grundschule,"Rather Kreuzweg, Rather Kreuzweg 21",40472,Düsseldorf,51.262789386314864,6.808060382618344,ogc-api-nrw
100093,"Beckum, GG an den Kastanien",Grundschule,"Brinkmannstr., Brinkmannstr. 3",59269,Beckum,51.75108740254973,8.04335661300878,ogc-api-nrw
100094,"Dorsten, GG Bonifatiusschule",Grundschule,"Pliesterbecker Str., Pliesterbecker Str. 76",46284,Dorsten,51.675371322474966,6.951422741791567,ogc-api-nrw
100095,"Königswinter,FÖ LE, SQ Drachenfelsschule",Förderschule,"Friedenstr., Friedenstr. 22",53639,Königswinter,50.69277133903748,7.183907434058596,ogc-api-nrw
100096,"Rösrath, GE Rösrath",Gesamtschule,"Freiherr-vom-Stein-Str., Freiherr-vom-Stein-Str. 25",51503,Rösrath,50.90378409818585,7.177699150457421,ogc-api-nrw
100097,"Düren, FÖ ES,LE, SQ Atheneé Royal",Förderschule,"Rudolf-Diesel-Str., Rudolf-Diesel-Str. 19",52351,Düren,50.777668861577716,6.511772821887433,ogc-api-nrw
100098,"Ahlen, GE Therese-Münsterteicher",Gesamtschule,"Sedanstr., Sedanstr. 54",59227,Ahlen,51.7707723949879,7.892081070969067,ogc-api-nrw
100099,"Kleve, FÖ SQ, LE, ES Frankenstr.",Förderschule,"Frankenstr., Frankenstr. 25",47533,Kleve,51.784607383007724,6.129563504269327,ogc-api-nrw
100101,"Bonn, FÖ LE, ES Schule am Hügel",Förderschule,"Am Propsthof, Am Propsthof 102",53121,Bonn,50.73343659231401,7.066722611186628,ogc-api-nrw
100102,"Bonn,FÖ LE, ES, SQ Schule am Rheingarten",Förderschule,"Ringstr., Ringstr. 69-71",53225,Bonn,50.73494630507622,7.126126789493771,ogc-api-nrw
100103,"Rheinberg, GE Europaschule Rheinberg",Gesamtschule,"Dr.-Aloys-Wittrup-Str., Dr.-Aloys-Wittrup-Str. 11",47495,Rheinberg,51.55161807845572,6.593758333698639,ogc-api-nrw
100104,"Neuenrade, SK Hönnequellschule",Sekundarschule,"Niederheide, Niederheide 3",58809,Neuenrade,51.28143063868518,7.786604388136395,ogc-api-nrw
100105,"Köln, KG am Bildungscampus",Grundschule,"Christian-Sünner-Str., Christian-Sünner-Str. 5",51103,Köln,50.935042906348635,7.009553470775333,ogc-api-nrw
100106,"Wermelskirchen, FÖ LE,ES,SQ Verbund Nord",Förderschule,"Robert-Stolz-Str., Robert-Stolz-Str. 19",42929,Wermelskirchen,51.14065851667086,7.2307879231052565,ogc-api-nrw
100107,Morsbach SK Leonardo-da-Vinci,Sekundarschule,"Hahner Str., Hahner Str. 31",51597,Morsbach,50.86752956799958,7.7227298076567985,ogc-api-nrw
100108,"Kalletal, SK Jacobischule",Sekundarschule,"Weinkamp, Weinkamp 14",32689,Kalletal,52.104067052542916,8.952796882077072,ogc-api-nrw
100109,"Düsseldorf, KG Marienschule",Grundschule,"Rheindorfer Weg, Rheindorfer Weg 20",40591,Düsseldorf,51.190211669810466,6.814326343582886,ogc-api-nrw
100111,"Langenberg, SK Konrad-Zuse",Sekundarschule,"Bentelerstr., Bentelerstr. 104",33449,Langenberg,51.763731664104675,8.32006486234375,ogc-api-nrw
100112,"Ascheberg, SK Bahnhofsweg",Sekundarschule,"Bahnhofsweg, Bahnhofsweg 5",59387,Ascheberg,51.78567133420683,7.611712318236276,ogc-api-nrw
100113,"Köln, GG Gaedestrasse",Grundschule,"Gaedestr., Gaedestr. 31",50968,Köln,50.89874458758335,6.961125664458453,ogc-api-nrw
100114,"Delbrück,BK Kolping-Sozial-Berufskolleg",Berufskolleg,"Springpatt, Springpatt 3",33129,Delbrück,51.75404597827542,8.469938167682926,ogc-api-nrw
100115,"Recklinghausen, GG Cornelia Funke Schule",Grundschule,"Bochumer Str., Bochumer Str. 22",45661,Recklinghausen,51.581571766762195,7.2124724770512065,ogc-api-nrw
100116,"Herne, GG Galileo-Schule",Grundschule,"Schulstr., Schulstr. 57",44623,Herne,51.54236214748069,7.223008623235095,ogc-api-nrw
100117,"Wachtendonk, RS Weitsicht! - Fr. Realsch",Realschule,"Schoelkensdyck, Schoelkensdyck 1",47669,Wachtendonk,51.404653730695365,6.334883719708138,ogc-api-nrw
100118,"Lage, FÖ LE Albert-Schweitzer",Förderschule,"Kampweg, Kampweg 11",32791,Lage,52.01466107780834,8.788381076392309,ogc-api-nrw
100119,"Herscheid, GG Rahlenberg",Grundschule,"Bergstr., Bergstr. 7",58849,Herscheid,51.1819826034742,7.74157204263462,ogc-api-nrw
100120,"Sonsbeck, RS Herrenstraße",Realschule,"Herrenstr., Herrenstr. 70",47665,Sonsbeck,51.60762719972502,6.374327677628867,ogc-api-nrw
100121,"Bochum, Gym Carolinenschule",Gymnasium,"Springorumallee, Springorumallee 1",44795,Bochum,51.45472235132929,7.209616833580043,ogc-api-nrw
100122,"Düsseldorf, KG Hermann Gmeiner Schule",Grundschule,"Schillstr., Schillstr. 7",40599,Düsseldorf,51.17828278273743,6.875142704925084,ogc-api-nrw
100123,"Heimbach, GG Freie Schule Eifel",Grundschule,"Karl-H.-Krischer-Platz, Karl-H.-Krischer-Platz 1",52396,Heimbach,50.634754673927674,6.47589669864432,ogc-api-nrw
100124,"Gangelt, GG AMSEL Grundschule",Grundschule,"Geilenkirchener Str., Geilenkirchener Str. 54",52538,Gangelt,51.00560933709538,6.0600280060816925,ogc-api-nrw
100125,"Neuenkirchen, GE Emmy-Noether",Gesamtschule,"Friedrich-Bülten-Str., Friedrich-Bülten-Str. 15",48485,Neuenkirchen,52.23959115666819,7.3729477882869,ogc-api-nrw
100126,"Castrop-Rauxel, GE Gesamtsch.Ickern",Gesamtschule,"Waldenburger Str., Waldenburger Str. 130",44581,Castrop-Rauxel,51.59876826757127,7.331123620577132,ogc-api-nrw
100127,"Aachen, GG Aachen International School",Grundschule,"Campus-Boulevard, Campus-Boulevard 60",52074,Aachen,50.784647345466865,6.044461954591601,ogc-api-nrw
100128,"Krefeld, GG Vulkanstraße",Grundschule,"Vulkanstr., Vulkanstr. 264",47807,Krefeld,51.308291738970446,6.556635249312959,ogc-api-nrw
100129,"Swisttal, GE Swisttal",Gesamtschule,"Blütenweg, Blütenweg 10",53913,Swisttal,50.71537017785304,6.920574629744397,ogc-api-nrw
100130,"Minden, SK Am Wiehen",Sekundarschule,"Schülerweg, Schülerweg 11",32429,Minden,52.2637027440707,8.875011749496348,ogc-api-nrw
100131,"Mettmann, GE Borner Weg",Gesamtschule,"Borner Weg, Borner Weg 5",40822,Mettmann,51.256452827019565,6.971866201824982,ogc-api-nrw
100132,"Dortmund, GE Reinoldi-Gesamtschule",Gesamtschule,"Im Odemsloh, Im Odemsloh 107",44357,Dortmund,51.54529123872004,7.368934867363328,ogc-api-nrw
100133,"Paderborn, BK Kolping Berufskolleg",Berufskolleg,"Otto-Stadler-Str., Otto-Stadler-Str. 9",33100,Paderborn,51.73675717698879,8.780746382909365,ogc-api-nrw
100135,"Gelsenkirchen, GG an der Ebersteinstraße",Grundschule,"Ebersteinstr., Ebersteinstr. 2",45881,Gelsenkirchen,51.524316401195634,7.100945368748944,ogc-api-nrw
100136,"Stolberg, FÖ LE,ES,SQ Schule Talstraße",Förderschule,"Talstr., Talstr. 26",52223,Stolberg (Rhld.),50.76725375686091,6.213652486821824,ogc-api-nrw
100137,"Krefeld, GG Felbelstraße",Grundschule,"Felbelstr., Felbelstr. 24-28",47799,Krefeld,51.3363190783185,6.567995203235427,ogc-api-nrw
100138,"Siegen, EG ""An der Weiß""",Grundschule,"Am Lohgraben, Am Lohgraben 38",57074,Siegen,50.871534272064885,8.030392753106467,ogc-api-nrw
100139,"Wuppertal, GE Eugen Lange",Gesamtschule,"Boltenheide, Boltenheide 4",42329,Wuppertal,51.22348679282345,7.088521308866884,ogc-api-nrw
100141,"Hennef, GG Freie Schule Rhein-Sieg",Grundschule,"Schulstr., Schulstr. 38",53773,Hennef (Sieg),50.77022934776815,7.263834814376948,ogc-api-nrw
100142,"Wettringen, RS Private Realschule",Realschule,"Bültstr., Bültstr. 2",48493,Wettringen,52.208334815832906,7.325264158826201,ogc-api-nrw
100143,"Monheim, GG Bregenzer Straße",Grundschule,"Bregenzer Str., Bregenzer Str. 12",40789,Monheim am Rhein,51.12056016373157,6.901929217282621,ogc-api-nrw
100144,"Monheim, GG Im Pfingsterfeld",Grundschule,"Louise-Bourgeois-Platz, Louise-Bourgeois-Platz 1",40789,Monheim am Rhein,51.08055508509754,6.897343447337464,ogc-api-nrw
100145,"Köln, Gym Zusestraße",Gymnasium,"Zusestr., Zusestr. 47",50859,Köln,50.95114684878084,6.838391916289097,ogc-api-nrw
100147,"Köln, Gym Müngersdorf",Gymnasium,"Aachener Str., Aachener Str. 744 - 750",50933,Köln,50.93814410777126,6.879221254633578,ogc-api-nrw
100148,"Bergheim, GG Hermann-Gmeiner-Schule",Grundschule,"Grevenbroicher Str., Grevenbroicher Str. 11",50126,Bergheim,50.970559080690535,6.594835323127087,ogc-api-nrw
100149,"Bergheim, GG Odilia-Weidenfeld",Grundschule,"Nikolaus-Adams-Str., Nikolaus-Adams-Str. 75",50129,Bergheim,51.0141206594917,6.68578613138741,ogc-api-nrw
100150,"Alsdorf, FÖ ES, LE, SQ Elisabethschule",Förderschule,"Elisabethstr., Elisabethstr. 24",52477,Alsdorf,50.8796158683348,6.15357752251135,ogc-api-nrw
100151,"Halle, FÖ LE, ES Bredenstr.",Förderschule,"Bredenstr., Bredenstr. 3",33790,Halle (Westf.),52.05139874809831,8.370409520573075,ogc-api-nrw
100152,"Hamminkeln, FÖ ES, LE Wilhelmine-Bräm",Förderschule,"Wolfsdeich, Wolfsdeich 10",46499,Hamminkeln,51.741299809220784,6.612445027007106,ogc-api-nrw
100153,"Witten, GE Otto-Schott-Gesamtschule",Gesamtschule,"Rhienscher Berg, Rhienscher Berg 12",58452,Witten,51.43635197968102,7.348143453870793,ogc-api-nrw
100154,"Meinerzhagen, FÖ ES,SQ,LE Phönix-Schule",Förderschule,"Königsberger Str., Königsberger Str. 12",58540,Meinerzhagen,51.10067542223712,7.643143741454987,ogc-api-nrw
100155,"Hürth, KR Klinikschule",Förderschule,"Zum Konraderhof, Zum Konraderhof 5",50354,Hürth,50.867300426110056,6.914218082528155,ogc-api-nrw
100156,"Ibbenbüren,GE Freie Schule Tecklenb.Land",Gesamtschule,"Wilhelmstr., Wilhelmstr. 243",49479,Ibbenbüren,52.26977943883726,7.742770079237834,ogc-api-nrw
100157,"Krefeld, GG Westparkstraße",Grundschule,"Westparkstr., Westparkstr. 1",47803,Krefeld,51.336413663461,6.550530751957456,ogc-api-nrw
100158,"Düsseldorf, KG Josef-Kleesattel-Str.",Grundschule,"Josef-Kleesattel-Str., Josef-Kleesattel-Str. 13",40595,Düsseldorf,51.14524835461213,6.888985305768593,ogc-api-nrw
100159,"Köln, GG Alfons-Nowak-Straße",Grundschule,"Alfons-Nowak-Str., Alfons-Nowak-Str. 2",50858,Köln,50.930188262174866,6.859715549776326,ogc-api-nrw
100160,"Düsseldorf, GG Kaiserswerth",Grundschule,"Fliednerstr., Fliednerstr. 32",40489,Düsseldorf,51.302253794259684,6.738147064548682,ogc-api-nrw
100161,"Köln, GG Offene-Grundschule Köln",Grundschule,"Sürther Str., Sürther Str. 199",50999,Köln,50.871604751513765,7.006088847390391,ogc-api-nrw
100162,"Herne, SK Quinoa",Sekundarschule,"Drögenkamp, Drögenkamp 10",44653,Herne,51.54547703543721,7.183311817238484,ogc-api-nrw
100163,"Velbert, GG Bleiberquelle",Grundschule,"Bleibergstr., Bleibergstr. 139",42551,Velbert,51.34031756331202,7.079773112901958,ogc-api-nrw
100164,"Isselburg, GE Fr. Gesamtschule Weitblick",Gesamtschule,"Stromberg, Stromberg 2-4",46419,Isselburg,51.838285675545144,6.455724467147842,ogc-api-nrw
100165,"Lippstadt, FÖ BK INI",Förderschule,"Südstr., Südstr. 18",59557,Lippstadt,51.661473347364016,8.349081066950305,ogc-api-nrw
100166,"Minden, BK Freies Evang. Berufskolleg",Berufskolleg,"Kingsleyallee, Kingsleyallee 5",32425,Minden,52.31162031593144,8.881888424585963,ogc-api-nrw
100167,"Kamp-Lintfort, GG Vinnstraße",Grundschule,"Vinnstr., Vinnstr. 40",47475,Kamp-Lintfort,51.48868358285923,6.555167757942479,ogc-api-nrw
100168,"Köln, GG Freie Naturschulen",Grundschule,"An der Wachsfabrik, An der Wachsfabrik 25",50996,Köln,50.86920115642251,6.999127559056674,ogc-api-nrw
100169,"Köln, GE Freie Naturschulen",Gesamtschule,"An der Wachsfabrik, An der Wachsfabrik 25",50996,Köln,50.86920115642251,6.999127559056674,ogc-api-nrw
100170,"Windeck,SK Bildungs-Alternative-Oberberg",Sekundarschule,"Weyerbuscher Str., Weyerbuscher Str. 47",51570,Windeck,50.7607643944897,7.561528931464147,ogc-api-nrw
100171,"Düsseldorf, KG Unter den Eichen",Grundschule,"Unter den Eichen, Unter den Eichen 26",40625,Düsseldorf,51.23269620183603,6.85753772324949,ogc-api-nrw
100172,"Grevenbroich, GE 3. Gesamtschule",Gesamtschule,"Bergheimer Str., Bergheimer Str. 49-51",41515,Grevenbroich,51.08746153543493,6.579448603875577,ogc-api-nrw
100173,"Wermelskirchen, GE Wirtsmühler Str.",Gesamtschule,"Weyersbusch, Weyersbusch 9",42929,Wermelskirchen,51.14224313435908,7.225566337055737,ogc-api-nrw
100174,"Alfter, Gym Alfter",Gymnasium,"Am Rathaus, Am Rathaus 11",53347,Alfter,50.720717193742196,7.026357518417894,ogc-api-nrw
100175,"Siegen, GE Am Rosterberg",Gesamtschule,"Rosterstr., Rosterstr. 143",57074,Siegen,50.861564707265764,8.018990501458317,ogc-api-nrw
100176,"Grefrath, GG Oedt",Grundschule,"Am Schwarzen Graben, Am Schwarzen Graben 3",47929,Grefrath,51.32435730498972,6.376406736086666,ogc-api-nrw
100177,"Dortmund, GE im Süden",Gesamtschule,"Am Lieberfeld, Am Lieberfeld 13",44265,Dortmund,51.466510740852726,7.489299306616538,ogc-api-nrw
100178,"Gronau, GG Grüne-Aue-Schule",Grundschule,"Grünstiege, Grünstiege 64",48599,Gronau (Westf.),52.21232118416999,7.038390845751031,ogc-api-nrw
100179,"Heinsberg, FÖ LE,SQ,ES Floßbachschule",Förderschule,"Parkstr., Parkstr. 20",52525,Heinsberg,51.05810643061447,6.148290585808333,ogc-api-nrw
100180,"Köln, FÖ LE Berliner Str. (Westhoven)",Förderschule,"Berliner Str., Berliner Str. 36",51149,Köln,50.899881596270355,7.023028692044393,ogc-api-nrw
100181,"Köln, BK FRÖBEL-Fachschule",Berufskolleg,"Salierring, Salierring 47 - 53",50677,Köln,50.92816336761723,6.942676675275794,ogc-api-nrw
100182,"Wuppertal, GG Offene Grundschule Gewerbe",Grundschule,"Rudolf-Steiner-Str., Rudolf-Steiner-Str. 10",42285,Wuppertal,51.25853509524697,7.181175609362367,ogc-api-nrw
100183,"Düsseldorf, KG Christophorus",Grundschule,"Werstener Friedhofstr., Werstener Friedhofstr. 10",40591,Düsseldorf,51.18611507935569,6.827600193620063,ogc-api-nrw
100184,"Velbert, GG Grünstraße",Grundschule,"Grünstr., Grünstr. 33",42551,Velbert,51.33971791658985,7.051096401625012,ogc-api-nrw
